created_at,text
Apr 24,"['Dropped', 'my', 'iced', 'coffee', 'trying', 'to', 'be', 'trendy', 'and', '@CarlsJr', 'was', 'nice', 'enough', 'to', 'give', 'me', 'a', 'second', 'one', 'for', 'free😂😭', 'https://t.co/FZ35mNCrmk']"
Apr 24,"['RT', '@master_vegan:', '@StaceyPrussman', '@CarlsJr', 'ya', 'they', 'are', 'pretty', 'damn', 'good!,', '#carlsjr']"
Apr 24,"['@utromchrell', '@CarlsJr', 'DFW']"
Apr 24,"['@CarlsJr', 'quiere', 'que', 'te', 'relajes', 'un', 'poco', 'https://t.co/hMwKUTBR7x']"
Apr 24,"['@annaliesedianne', '@CarlsJr', 'ITS', 'SO', 'GOOD', 'IM', 'SO', 'HAPPY']"
Apr 24,"['@schmelindaa', '@CarlsJr', 'OKAY', 'THEY’RE', 'REALLY', 'GOOD']"
Apr 24,"['I’m', 'eating', 'the', 'Beyond', 'burger', 'from', '@CarlsJr', 'and', 'I', 'literally', 'can’t', 'tell', 'if', 'it’s', 'meat', 'or', 'not', 'https://t.co/iw9oPy26Nk']"
Apr 24,"['@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco', '@yankeestadium', '+420', 'to', 'this!']"
Apr 24,"['@MacGyver_BE', '@SiberianOdyssey', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer…', 'https://t.co/ayJIqYjuBo']"
Apr 24,"['@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco', '@yankeestadium', 'Tsla', 'had', 'no', 'com…', 'https://t.co/Z63CL3PinW']"
Apr 24,"['@henman325', '@SiberianOdyssey', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer…', 'https://t.co/l7bkdbfQZK']"
Apr 24,"['@StaceyPrussman', '@CarlsJr', 'ya', 'they', 'are', 'pretty', 'damn', 'good!,', '#carlsjr']"
Apr 24,"['@SiberianOdyssey', '@MacGyver_BE', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer…', 'https://t.co/5iWSi3rYLF']"
Apr 24,"['@SiberianOdyssey', '@MacGyver_BE', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer…', 'https://t.co/q6y8flNZAx']"
Apr 24,"['La', 'que', 'se', 'iba', 'a', 'ponerse', 'a', 'dieta', 'acaba', 'de', 'pedir', 'carlsjr.']"
Apr 24,"['@henman325', '@MacGyver_BE', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer…', 'https://t.co/oXy8QjLgGV']"
Apr 24,"['@MacGyver_BE', '@SiberianOdyssey', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer…', 'https://t.co/NbAbvkN6qN']"
Apr 24,"['@anonyx10', '@SiberianOdyssey', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco…', 'https://t.co/SJzrIyLEnS']"
Apr 24,"['RT', '@StaceyPrussman:', 'I', 'went', 'to', '@CarlsJr', 'in', 'Coney', 'Island', 'and', 'had', 'their', 'plant', 'based', 'burger', 'it', 'was', 'orgasmic!!!']"
Apr 24,"['RT', '@aramizSandi:', 'Oye', '@CarlsJr', 'y', '@CarlsJrMx', 'se', 've', 'que', 'te', 'importa', 'un', 'montón', 'tus', 'clientes,', 'verdad?', 'https://t.co/o2alerieKC']"
Apr 24,"['@MacGyver_BE', '@SiberianOdyssey', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco…', 'https://t.co/wTzbfX8g3j']"
Apr 24,"['@SiberianOdyssey', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco…', 'https://t.co/jY5xvhceba']"
Apr 24,"['@SiberianOdyssey', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco…', 'https://t.co/bu9raxUdJM']"
Apr 24,"['@cyber_wolf35', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco…', 'https://t.co/jo5HLcayCb']"
Apr 24,"['@SiberianOdyssey', '@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco…', 'https://t.co/KtZ5d7u9nl']"
Apr 24,"['@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco', '@yankeestadium', 'I""m', 'a…', 'https://t.co/hWBrs1lHjN']"
Apr 24,"['@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco', '@yankeestadium', 'I’m', 'not', 'a', 'vegan…', 'https://t.co/bn3XT4ZcxK']"
Apr 24,"['@anonyx10', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco', '@yankeestadium', 'I""ve…', 'https://t.co/H9JKh7K9H8']"
